"mean.0","lower.0","upper.0","mean.1","lower.1","upper.1","mean.2","lower.2","upper.2","mean.3","lower.3","upper.3","mean.4","lower.4","upper.4","mean.5","lower.5","upper.5","mean.6","lower.6","upper.6","mean.7","lower.7","upper.7"
0,-0.150389682126783,0.150389682126783,0,-0.0268639130290493,0.0268639130290493,0,-0.0398592976943823,0.0398592976943823,0,-0.128891255698637,0.128891255698637,0,-0.080701771174405,0.080701771174405,0,-0.0443366590748404,0.0443366590748404,0,-0.0777142541604397,0.0777142541604397,0,-0.0261924185049158,0.0261924185049158
0.46077080171131,0.170182326399429,0.751359277023191,0.92159296875,0.881510176250324,0.961675761249676,0.89744140625,0.843432954815211,0.951449857684789,0.887603662574405,0.826706476516727,0.948500848632083,0.30125930941888,0.088656621994977,0.513861996842783,0.88994663593727,0.836772804285437,0.943120467589103,0.90182421875,0.799191381188741,1,0.94103828125,0.903624096152328,0.978452466347672
0.664459259672619,0.426116380409242,0.902802138935996,0.943184375,0.91228696560575,0.97408178439425,0.933921875,0.898084815231862,0.969758934768138,0.93296806671627,0.899002745433328,0.966933387999212,0.532823957379426,0.292433500724459,0.773214414034394,0.922547180059524,0.880785650536474,0.964308709582574,0.9481328125,0.911054238427049,0.985211386572951,0.960296875,0.937258421276188,0.983335328723812
0.7898933033568,0.61510213711929,0.964684469594309,0.9537625,0.926400845237945,0.981124154762055,0.9477875,0.917353923760315,0.978221076239685,0.95091976624504,0.927136831281135,0.974702701208944,0.684242753977793,0.46552173313685,0.902963774818737,0.94173984375,0.908030651952819,0.975449035547181,0.96380859375,0.942506144670126,0.985111042829874,0.96922890625,0.9494629688554,0.9889948436446
0.86558857456813,0.745553603297374,0.985623545838887,0.961196875,0.937377943641043,0.985015806358957,0.9564875,0.929794393434235,0.983180606565766,0.95836037202381,0.937899284983276,0.978821459064343,0.784565562444062,0.619455014129876,0.949676110758248,0.952574826388889,0.923753425141417,0.981396227636361,0.9694,0.950661910348494,0.988138089651506,0.973396875,0.955803685677789,0.990990064322211
0.906415029745766,0.826150813305556,0.986679246185975,0.96671875,0.945223007197087,0.988214492802913,0.96366015625,0.941235543137724,0.986084769362277,0.962745321800595,0.943128573197165,0.982362070404025,0.844153550897379,0.719910572395674,0.968396529399083,0.960742838541667,0.935348929888701,0.986136747194632,0.97275,0.955212288671115,0.990287711328885,0.9765234375,0.960319335120382,0.992727539879618
0.92412280936283,0.870760369865345,0.977485248860316,0.971078125,0.951174998609803,0.990981251390197,0.968971875,0.948717585593887,0.989226164406113,0.965945433056527,0.946621999616457,0.985268866496597,0.877912160688802,0.783532697436748,0.972291623940855,0.966225694444444,0.942773920300209,0.98967746858868,0.975621875,0.959416523130509,0.991827226869491,0.9791625,0.964033739980261,0.994291260019739
0.933330940593963,0.896618436187102,0.970043445000825,0.97377109375,0.954786210994626,0.992755976505374,0.9730125,0.953916851505384,0.992108148494616,0.968803659324234,0.949898933582096,0.987708385066371,0.897812646678482,0.823895407806029,0.971729885550935,0.970187760416667,0.948743654766813,0.99163186606652,0.97845390625,0.963397939305959,0.993509873194041,0.98227265625,0.968205246477363,0.996340066022637
0.938448838848003,0.90939083607287,0.967506841623136,0.975825,0.957812487689179,0.993837512310821,0.976209375,0.958219870626676,0.994198879373324,0.97111179968418,0.952932539213519,0.989291060154841,0.910735237676178,0.852392228408098,0.969078246944259,0.973009375,0.952425359965205,0.993593390034795,0.980528125,0.966218346590529,0.994837903409471,0.9850875,0.971575069438783,0.998599930561217
0.942166174838786,0.91645736756779,0.967874982109781,0.97775234375,0.960673075020595,0.994831612479405,0.978721875,0.96176906267744,0.99567468732256,0.973242615227017,0.956157601173573,0.990327629280461,0.920404884607615,0.87269806841039,0.968111700804841,0.975274739583333,0.955760946221861,0.994788532944805,0.98243125,0.968604191585818,0.996258308414182,0.986803125,0.9737749373042,0.9998313126958
