"c.0.758557692307692..0.764903846153846..0.805961538461538..0.73125..","c.0.729567307692308..0.761538461538461..0.776490384615385..0.776586538461538..","c.0.732307692307692..0.7575..0.799711538461539..0.736634615384615..","c.0.658509615384615..0.69125..0.723653846153846..0.66375..0.604326923076923..","c.0.50875..0.648557692307692..0.627932692307692..0.688605769230769..","c.0.743365384615385..0.760192307692308..0.776586538461538..0.726153846153846..","c.0.606730769230769..0.516057692307692..0.621538461538462..0.724807692307692..","c.0.757211538461538..0.764615384615385..0.792115384615385..0.784134615384615.."
0.758557692307692,0.729567307692308,0.732307692307692,0.658509615384615,0.50875,0.743365384615385,0.606730769230769,0.757211538461538
0.764903846153846,0.761538461538461,0.7575,0.69125,0.648557692307692,0.760192307692308,0.516057692307692,0.764615384615385
0.805961538461538,0.776490384615385,0.799711538461539,0.723653846153846,0.627932692307692,0.776586538461538,0.621538461538462,0.792115384615385
0.73125,0.776586538461538,0.736634615384615,0.66375,0.688605769230769,0.726153846153846,0.724807692307692,0.784134615384615
0.724615384615385,0.667548076923077,0.724230769230769,0.604326923076923,0.557355769230769,0.718846153846154,0.719038461538462,0.704038461538462
0.785192307692308,0.744086538461538,0.777115384615385,0.6625,0.680673076923077,0.787548076923077,0.756538461538461,0.781346153846154
0.748269230769231,0.762884615384615,0.748173076923077,0.655721153846154,0.626442307692308,0.743317307692308,0.609423076923077,0.785384615384615
0.710384615384615,0.634903846153846,0.708942307692308,0.540673076923077,0.636730769230769,0.670625,0.740673076923077,0.688557692307692
0.765096153846154,0.757932692307692,0.750288461538462,0.668653846153846,0.657355769230769,0.742740384615385,0.661634615384615,0.753557692307692
0.779711538461539,0.747548076923077,0.789807692307692,0.634423076923077,0.687115384615385,0.715240384615385,0.658461538461538,0.780769230769231
0.769038461538462,0.745721153846154,0.755673076923077,0.636153846153846,0.663894230769231,0.739134615384615,0.631346153846154,0.741826923076923
0.679326923076923,0.626394230769231,0.660673076923077,0.541730769230769,0.588942307692308,0.657932692307692,0.676442307692308,0.630673076923077
0.758365384615385,0.742451923076923,0.757403846153846,0.673076923076923,0.711298076923077,0.745865384615385,0.718942307692308,0.729903846153846
0.740096153846154,0.748173076923077,0.766730769230769,0.588076923076923,0.688605769230769,0.756298076923077,0.72875,0.782115384615385
0.802403846153846,0.746875,0.808173076923077,0.656538461538462,0.725721153846154,0.784375,0.518942307692308,0.779038461538462
0.727403846153846,0.720240384615385,0.751442307692308,0.657740384615385,0.59625,0.721730769230769,0.601923076923077,0.763846153846154
0.751923076923077,0.711490384615385,0.725865384615385,0.679855769230769,0.658125,0.714663461538461,0.591057692307692,0.74
0.791057692307692,0.734663461538462,0.775480769230769,0.705384615384615,0.67875,0.727115384615385,0.723557692307692,0.739423076923077
0.769423076923077,0.747403846153846,0.762115384615385,0.652932692307692,0.726538461538462,0.726682692307692,0.691153846153846,0.743076923076923
0.763365384615385,0.742067307692308,0.740096153846154,0.625576923076923,0.742932692307692,0.755096153846154,0.623173076923077,0.729519230769231
0.686442307692308,0.657403846153846,0.686730769230769,0.662740384615385,0.620625,0.665673076923077,0.707884615384615,0.742115384615385
0.758461538461538,0.752884615384615,0.741057692307692,0.652836538461538,0.648269230769231,0.744278846153846,0.685384615384615,0.746923076923077
0.742307692307692,0.747067307692308,0.737884615384615,0.61,0.645528846153846,0.705625,0.685384615384615,0.742115384615385
0.754807692307692,0.783942307692308,0.749807692307692,0.647596153846154,0.709663461538461,0.740432692307692,0.693653846153846,0.760288461538462
0.716634615384615,0.711057692307692,0.702788461538462,0.687548076923077,0.622692307692308,0.716778846153846,0.663461538461538,0.724326923076923
0.732596153846154,0.695913461538462,0.716153846153846,0.641057692307692,0.640721153846154,0.704230769230769,0.572980769230769,0.720192307692308
0.71125,0.712067307692308,0.708365384615385,0.65375,0.546009615384615,0.727307692307692,0.660192307692308,0.748173076923077
0.7875,0.708076923076923,0.778365384615385,0.669423076923077,0.659855769230769,0.765096153846154,0.643653846153846,0.715
0.743846153846154,0.700384615384615,0.764807692307692,0.658173076923077,0.679903846153846,0.718221153846154,0.728653846153846,0.729038461538462
0.818846153846154,0.810576923076923,0.8075,0.695528846153846,0.701298076923077,0.775,0.756634615384615,0.769903846153846
0.807980769230769,0.741538461538462,0.782307692307692,0.608269230769231,0.733125,0.782355769230769,0.580961538461538,0.784326923076923
0.763942307692308,0.746442307692308,0.757307692307692,0.667884615384615,0.683125,0.768701923076923,0.719519230769231,0.750288461538462
0.765096153846154,0.717307692307692,0.761442307692308,0.701826923076923,0.679711538461538,0.713846153846154,0.648173076923077,0.732788461538462
0.726730769230769,0.71625,0.723365384615385,0.641346153846154,0.670576923076923,0.730048076923077,0.667788461538462,0.770288461538462
0.8,0.723798076923077,0.796057692307692,0.623509615384615,0.631394230769231,0.740384615384615,0.731730769230769,0.78375
0.760096153846154,0.71875,0.7425,0.648028846153846,0.699471153846154,0.727355769230769,0.506442307692308,0.731634615384615
0.744807692307692,0.717692307692308,0.749326923076923,0.635144230769231,0.70375,0.721298076923077,0.631730769230769,0.743076923076923
0.781057692307692,0.723942307692308,0.772884615384615,0.646490384615385,0.647596153846154,0.744855769230769,0.744134615384615,0.740480769230769
0.703653846153846,0.714134615384615,0.699038461538461,0.582596153846154,0.645721153846154,0.641490384615385,0.635192307692308,0.722884615384615
0.7875,0.739567307692308,0.78,0.624423076923077,0.646586538461539,0.730913461538461,0.676634615384615,0.751153846153846
0.822211538461538,0.766153846153846,0.811346153846154,0.749903846153846,0.705625,0.786971153846154,0.699038461538461,0.816346153846154
0.793942307692308,0.724182692307692,0.76375,0.648605769230769,0.686201923076923,0.697548076923077,0.522115384615385,0.745865384615385
0.763557692307692,0.728221153846154,0.766442307692308,0.662355769230769,0.642067307692308,0.754855769230769,0.704134615384615,0.774807692307692
0.763076923076923,0.738221153846154,0.757692307692308,0.650913461538462,0.707259615384615,0.755144230769231,0.689615384615385,0.762115384615385
0.775865384615385,0.729038461538462,0.753942307692308,0.646923076923077,0.507644230769231,0.743894230769231,0.536442307692308,0.758846153846154
0.730576923076923,0.705048076923077,0.713653846153846,0.635384615384615,0.696682692307692,0.715096153846154,0.714903846153846,0.748846153846154
0.771826923076923,0.725,0.743653846153846,0.632355769230769,0.685673076923077,0.690144230769231,0.680576923076923,0.737884615384615
0.76,0.702451923076923,0.75375,0.667884615384615,0.620384615384615,0.714903846153846,0.687019230769231,0.730480769230769
0.791923076923077,0.770192307692308,0.782788461538461,0.693125,0.651682692307692,0.749903846153846,0.73875,0.786346153846154
0.754038461538462,0.728269230769231,0.755096153846154,0.659855769230769,0.675288461538462,0.722259615384615,0.696057692307692,0.739038461538462
0.766826923076923,0.712019230769231,0.767692307692308,0.593413461538462,0.698173076923077,0.706057692307692,0.713942307692308,0.753076923076923
0.750673076923077,0.744375,0.736538461538461,0.744278846153846,0.663028846153846,0.733990384615385,0.656730769230769,0.750961538461538
0.663269230769231,0.655144230769231,0.6375,0.588221153846154,0.543076923076923,0.631682692307692,0.641826923076923,0.647980769230769
0.740384615384615,0.772019230769231,0.721538461538462,0.697019230769231,0.690240384615385,0.734182692307692,0.659038461538462,0.767980769230769
0.736057692307692,0.710528846153846,0.733076923076923,0.639038461538462,0.610673076923077,0.707740384615385,0.711538461538462,0.707788461538462
0.728846153846154,0.704807692307692,0.726538461538462,0.653653846153846,0.610721153846154,0.729326923076923,0.655192307692308,0.753942307692308
0.773076923076923,0.734759615384615,0.76,0.693605769230769,0.634038461538462,0.725576923076923,0.754038461538462,0.767596153846154
0.790865384615385,0.742403846153846,0.787692307692308,0.655048076923077,0.613557692307692,0.782644230769231,0.741826923076923,0.763269230769231
0.764230769230769,0.713653846153846,0.751538461538461,0.713653846153846,0.670528846153846,0.746153846153846,0.681346153846154,0.754519230769231
0.77375,0.772403846153846,0.762884615384615,0.597211538461538,0.651346153846154,0.744278846153846,0.677692307692308,0.797788461538462
0.763942307692308,0.744951923076923,0.742596153846154,0.573701923076923,0.659230769230769,0.709807692307692,0.672884615384615,0.763076923076923
0.734423076923077,0.711057692307692,0.730192307692308,0.647115384615385,0.542355769230769,0.718125,0.689711538461538,0.751346153846154
0.795769230769231,0.757211538461538,0.768076923076923,0.632740384615385,0.656394230769231,0.723221153846154,0.651153846153846,0.750865384615385
0.734711538461538,0.713269230769231,0.725288461538461,0.639807692307692,0.614615384615385,0.698317307692308,0.682596153846154,0.741442307692308
0.740865384615385,0.739086538461538,0.744903846153846,0.6325,0.653701923076923,0.719182692307692,0.687019230769231,0.747884615384615
0.669134615384615,0.654855769230769,0.657788461538461,0.633125,0.590528846153846,0.672644230769231,0.647980769230769,0.690384615384615
0.717115384615385,0.681826923076923,0.693076923076923,0.628846153846154,0.623701923076923,0.674519230769231,0.619807692307692,0.690769230769231
0.788269230769231,0.752980769230769,0.784038461538462,0.690769230769231,0.759471153846154,0.769615384615385,0.700192307692308,0.759519230769231
0.771730769230769,0.754519230769231,0.765961538461538,0.693317307692308,0.669903846153846,0.74375,0.680576923076923,0.794326923076923
0.735961538461538,0.682067307692308,0.747115384615385,0.602740384615385,0.651538461538462,0.702932692307692,0.667980769230769,0.713942307692308
0.733365384615385,0.687884615384615,0.745865384615385,0.670769230769231,0.622548076923077,0.681346153846154,0.517596153846154,0.714519230769231
0.740480769230769,0.671826923076923,0.712596153846154,0.647836538461538,0.579519230769231,0.717740384615385,0.686730769230769,0.708269230769231
0.779903846153846,0.769951923076923,0.765384615384615,0.730961538461539,0.694086538461538,0.765769230769231,0.671634615384615,0.765192307692308
0.762692307692308,0.742067307692308,0.74875,0.707980769230769,0.605673076923077,0.730384615384615,0.654326923076923,0.741826923076923
0.790480769230769,0.750480769230769,0.785576923076923,0.649519230769231,0.673509615384615,0.733461538461538,0.711538461538462,0.785961538461538
0.738846153846154,0.717403846153846,0.746057692307692,0.655336538461538,0.655384615384615,0.750240384615385,0.620288461538462,0.766153846153846
0.809423076923077,0.788125,0.798173076923077,0.690144230769231,0.736201923076923,0.785528846153846,0.746346153846154,0.801442307692308
0.723846153846154,0.701394230769231,0.72875,0.700528846153846,0.578028846153846,0.73875,0.527692307692308,0.727307692307692
0.750576923076923,0.675240384615385,0.728942307692308,0.615384615384615,0.574326923076923,0.664086538461538,0.745576923076923,0.708942307692308
0.710096153846154,0.676778846153846,0.686538461538462,0.658846153846154,0.692211538461538,0.716826923076923,0.632788461538462,0.688365384615385
0.775384615384615,0.738317307692308,0.752307692307692,0.633461538461539,0.633269230769231,0.734278846153846,0.567019230769231,0.760192307692308
0.778942307692308,0.730480769230769,0.769903846153846,0.700625,0.713269230769231,0.756586538461538,0.651538461538462,0.793173076923077
0.759423076923077,0.749326923076923,0.762692307692308,0.608798076923077,0.643461538461538,0.737932692307692,0.670096153846154,0.751153846153846
0.716057692307692,0.684663461538462,0.734903846153846,0.698942307692308,0.623461538461538,0.771201923076923,0.698365384615385,0.728076923076923
0.743461538461539,0.764086538461539,0.747596153846154,0.647692307692308,0.694230769230769,0.760576923076923,0.579903846153846,0.779326923076923
0.764134615384615,0.729615384615385,0.74375,0.688461538461538,0.594519230769231,0.719134615384615,0.6625,0.736153846153846
0.761538461538461,0.705625,0.758846153846154,0.618269230769231,0.646057692307692,0.746153846153846,0.739519230769231,0.77625
0.729903846153846,0.666778846153846,0.698942307692308,0.572307692307692,0.663509615384615,0.641298076923077,0.634134615384615,0.684134615384615
0.745576923076923,0.699423076923077,0.755673076923077,0.703701923076923,0.663173076923077,0.73875,0.684230769230769,0.773076923076923
0.776442307692308,0.758653846153846,0.750576923076923,0.684807692307692,0.654278846153846,0.729326923076923,0.613076923076923,0.740576923076923
0.783076923076923,0.729423076923077,0.768173076923077,0.657884615384615,0.637548076923077,0.749423076923077,0.729903846153846,0.821153846153846
0.701634615384615,0.658942307692308,0.697692307692308,0.598125,0.574663461538462,0.693846153846154,0.568365384615385,0.700192307692308
0.699711538461538,0.690144230769231,0.70125,0.634663461538462,0.639567307692308,0.714086538461538,0.548846153846154,0.715192307692308
