"c.0.952321845794393..0.965099299065421..0.958455023364486..0.974153037383178..","c.0.986711448598131..0.989047897196262..0.992990654205608..0.998831775700935..","c.0.985835280373832..0.990654205607477..0.995911214953271..0.998977803738318..","c.0.988244742990654..0.985032126168224..0.992114485981308..0.996568341121495..","c.0.90668808411215..0.928957359813084..0.932973130841122..0.941369742990654..","c.0.988171728971963..0.988463785046729..0.979191004672897..0.996714369158878..","c.0.996933411214953..0.99036214953271..0.995327102803738..0.998685747663551..","c.0.996495327102804..0.991384345794392..0.994450934579439..0.998685747663551.."
0.952321845794393,0.986711448598131,0.985835280373832,0.988244742990654,0.90668808411215,0.988171728971963,0.996933411214953,0.996495327102804
0.965099299065421,0.989047897196262,0.990654205607477,0.985032126168224,0.928957359813084,0.988463785046729,0.99036214953271,0.991384345794392
0.958455023364486,0.992990654205608,0.995911214953271,0.992114485981308,0.932973130841122,0.979191004672897,0.995327102803738,0.994450934579439
0.974153037383178,0.998831775700935,0.998977803738318,0.996568341121495,0.941369742990654,0.996714369158878,0.998685747663551,0.998685747663551
0.976708528037383,0.98758761682243,0.990216121495327,0.986492406542056,0.918078271028037,0.980724299065421,0.986127336448598,0.988463785046729
0.976635514018692,0.999123831775701,0.999123831775701,0.998101635514019,0.959404205607477,0.998393691588785,0.99956191588785,0.99956191588785
0.955534462616822,0.994596962616822,0.994158878504673,0.997809579439252,0.945093457943925,0.98620035046729,0.990508177570093,0.994450934579439
0.910995911214953,0.99080023364486,0.992260514018692,0.9921875,0.886682242990654,0.977803738317757,0.995911214953271,0.99722546728972
0.951372663551402,0.994450934579439,0.992844626168224,0.989485981308411,0.936258761682243,0.98941296728972,0.995765186915888,0.996495327102804
0.974591121495327,0.98714953271028,0.985981308411215,0.980213200934579,0.93932535046729,0.988463785046729,0.987733644859813,0.989632009345794
0.942683995327103,0.99080023364486,0.97517523364486,0.994450934579439,0.940931658878505,0.992406542056075,0.998977803738318,0.999707943925234
0.978971962616822,0.997517523364486,0.999707943925234,0.997590537383178,0.969042056074766,0.983863901869159,0.999415887850467,0.999707943925234
0.953855140186916,0.989047897196262,0.992114485981308,0.989924065420561,0.932316004672897,0.989778037383178,0.99036214953271,0.991384345794392
