"mean.0","lower.0","upper.0","mean.1","lower.1","upper.1","mean.2","lower.2","upper.2","mean.3","lower.3","upper.3","mean.4","lower.4","upper.4","mean.5","lower.5","upper.5","mean.6","lower.6","upper.6","mean.7","lower.7","upper.7"
0.921040100250627,0.833986314454849,1,0.972047368421053,0.925638763496522,1,0.919694736842105,0.830430316956951,1,0.891205018796992,0.823996278829921,0.958413758764064,0.882280939849624,0.783316887828043,0.981244991871205,0.937156140350877,0.865349701720741,1,0.938647368421053,0.877080292815017,1,0.953973684210526,0.89009084429187,1
0.924624060150376,0.840587210969407,1,0.974102631578947,0.930485389254025,1,0.923689473684211,0.837394263257635,1,0.894441575814536,0.828889528660336,0.959993622968737,0.88568727443609,0.789482573771341,0.981891975100839,0.940832456140351,0.872235072355136,1,0.942323684210526,0.88327925351972,1,0.956723684210526,0.895605156931711,1
0.928208020050125,0.847040318773945,1,0.976157894736842,0.935256340640356,1,0.927684210526316,0.844192394467958,1,0.89767813283208,0.833617925380103,0.961738340284058,0.889093609022556,0.795514057357204,0.982673160687909,0.944508771929825,0.878982673799107,1,0.946,0.889315930403263,1,0.959473684210526,0.900997076096495,1
0.931791979949875,0.853329423580863,1,0.978213157894737,0.939935507634155,1,0.931678947368421,0.850807464904574,1,0.900914689849624,0.83816970912596,0.963659670573288,0.892499943609023,0.801399736297439,0.983600150920606,0.948185087719298,0.885572229208248,1,0.949676315789474,0.895169236891241,1,0.962223684210526,0.906249268666952,1
0.935375939849624,0.8594369967126,1,0.980268421052632,0.944502683622487,1,0.935673684210526,0.857221129605213,1,0.904151246867168,0.842533569470382,0.965768924263954,0.895906278195489,0.807127394011415,0.984685162379562,0.951861403508772,0.891980666988244,1,0.953352631578947,0.900816372599907,1,0.964973684210526,0.911342174130168,1
0.938959899749373,0.865344366545554,1,0.982323684210526,0.948932584784788,1,0.939668421052631,0.863414219244987,1,0.907387803884712,0.846699033390703,0.96807657437872,0.899312612781955,0.812684326384524,0.985940899179386,0.955537719298246,0.898182098804828,1,0.957028947368421,0.906233334186458,1,0.967723684210526,0.916254035574788,1
0.942543859649123,0.871032016683752,1,0.984378947368421,0.953193836333121,1,0.943663157894737,0.869367151383187,1,0.910624360902256,0.850656880590729,0.970591841213782,0.902718947368421,0.81805752195063,0.987380372786212,0.959214035087719,0.904148039784293,1,0.960705263157895,0.911395739908582,1,0.970473684210526,0.920961132599796,1
0.946127819548872,0.876480034580277,1,0.986434210526316,0.957248171703013,1,0.947657894736842,0.875060489860158,1,0.913860917919799,0.854399555168086,0.973322280671513,0.906125281954887,0.823233900461878,0.989016663447897,0.962890350877193,0.909847985583432,1,0.964381578947368,0.916279990604138,1,0.973223684210526,0.925438299599161,1
0.94884335839599,0.88106246529297,1,0.987810526315789,0.960106401908192,1,0.950847368421053,0.880411015545751,1,0.916808001253133,0.858318081083316,0.97529792142295,0.90885477443609,0.827673144758436,0.990036404113744,0.965637719298246,0.914963461711204,1,0.967031578947368,0.920232201747888,1,0.975215789473684,0.929010560709293,1
0.950835213032581,0.885019310741879,1,0.988621052631579,0.962082755674052,1,0.953365789473684,0.885597760145784,1,0.919513856516291,0.862437049698953,0.976590663333629,0.911020231829574,0.831593838350425,0.990446625308723,0.967610964912281,0.919684658433943,1,0.968826315789474,0.923519498264274,1,0.976576315789474,0.931936453193294,1
0.952827067669173,0.888893423388179,1,0.989431578947368,0.964012108603457,1,0.955884210526316,0.890720578881289,1,0.922219711779449,0.866446695711311,0.977992727847587,0.913185689223058,0.83547353784084,0.990897840605275,0.969584210526316,0.924280376633993,1,0.970621052631579,0.926711774171515,1,0.977936842105263,0.934799590004359,1
0.954818922305764,0.892677284895965,1,0.990242105263158,0.965887982189867,1,0.958402631578947,0.895771496534796,1,0.924925567042607,0.87033918507704,0.979511949008173,0.915351146616541,0.839309470733089,0.991392822499993,0.971557456140351,0.928727560972829,1,0.972415789473684,0.929799680217624,1,0.979297368421053,0.937593187290102,1
0.956810776942356,0.896362868119086,1,0.991052631578947,0.967703055143432,1,0.960921052631579,0.900741435133315,1,0.927631422305764,0.874106725195687,0.981156119415842,0.917516604010025,0.843098689653074,0.991934518366976,0.973530701754386,0.932999004074563,1,0.974210526315789,0.932773443720791,1,0.980657894736842,0.940309834714528,1
0.958802631578947,0.89994168854832,1,0.991863157894737,0.969449151119691,1,0.96343947368421,0.905620093324988,1,0.930337277568922,0.877741748906865,0.982932806230979,0.919682061403509,0.846838070637789,0.992526052169228,0.975503947368421,0.937063172719797,1,0.976005263157895,0.935623065688412,1,0.982018421052632,0.942941520073915,1
0.960794486215539,0.903404888725957,1,0.992673684210526,0.97111728723305,1,0.965957894736842,0.910395837309314,1,0.93304313283208,0.881237125461913,0.984849140202248,0.921847518796992,0.850524314217577,0.993170723376408,0.977477192982456,0.940884518354956,1,0.9778,0.93833858918433,1,0.983378947368421,0.945479693399357,1
0.96278634085213,0.906743361472098,1,0.993484210526316,0.972697811787376,1,0.968476315789474,0.91505561939188,1,0.935748988095238,0.884586389510771,0.986911586679706,0.924012976190476,0.854153950004583,0.993872002376369,0.979450438596491,0.944424583014766,1,0.979594736842105,0.940910437348886,1,0.984739473684211,0.947915381957492,1
0.964778195488722,0.909947916191802,1,0.994294736842105,0.974180660543086,1,0.970994736842105,0.919584947120726,1,0.938454843358396,0.887783974823569,0.989125711893223,0.92617843358396,0.857723345568761,0.994633521599158,0.981423684210526,0.947644203395989,1,0.98138947368421,0.943329808372775,1,0.9861,0.950239366565006,1
0.966495488721804,0.913297557908283,1,0.994855263157895,0.975383720860068,1,0.973039473684211,0.923745550726727,1,0.940854558270677,0.891117837742399,0.990591278798954,0.928085996240602,0.861047116069783,0.99512487641142,0.982995614035088,0.950500606092449,1,0.98275,0.945696373606493,1,0.987105263157895,0.952210959722939,1
0.967883308270677,0.916916117516959,1,0.995115789473684,0.976341984621658,1,0.974515789473684,0.927546761444557,1,0.942886904761905,0.894726771917487,0.991047037606323,0.929684085213033,0.864134957934899,0.995233212491166,0.984085964912281,0.953210893547106,1,0.98358947368421,0.94811596615898,1,0.987684210526316,0.95384832791526,1
